ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751072,"FLANGE A/INOX C/CUELLO 4""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751073,"FLANGE A/INOX S/CUELLO 6""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751074,"FLANGE A/INOX C/CUELLO 10""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751075,"FLANGE A/INOX S/CUELLO 4""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751076,"FLANGE A/INOX S/CUELLO 2""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751077,"FLANGE A/INOX C/CUELLO 2""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751078,"FLANGE A/INOX C/CUELLO 8""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751079,"FLANGE A/INOX S/CUELLO 8""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751110,"BARRA A/INOX HUECO 3-1/2X2-1/4X20""",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751112,BARRA SS304 HUECO 1X2X10 A/INOX,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751113,BARRA A/INOX HUECO 1-1/2X2-1/2X10',PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751114,BARRA A/INOX HUECO 3X4X10',PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751115,BARRA A/INOX SOLIDO 7/8X12',PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751150,"FLANGE A/INOX S/CUELLO SOCKET 2""X 150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751153,"FLANGE A/INOX S/CUELLO SOCKET 3""X 150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751154,"FLANGE A/INOX S/CUELLO SOCKET 4""X 150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751156,"FLANGE A/INOX S/CUELLO SOCKET 6""X 150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751210,BARRA ACERO INOXIDABLE 3/16X10PIES,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751211,BARRA ACERO INOXIDABLE 7/16X10PIES,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751213,BARRA ACERO INOXIDABLE 15X3.05MM,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751214,BARRA SS304 3 A/INOX PLG,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751215,BARRA A/INOX 5/8X12,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751250,BARRA ACERO INOX 1-3/4 (45MM),PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751251,BARRA ACERO INOX 1-1/2 (38MM),PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751700,"FLANGE A/INOX C/CUELLO 2-1/2""X 150LBS",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751715,VALVULA ACER/INOX C/R 3 1000WOG,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751740,ABRAZADERA INOX. 64-273MM,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751750,VALVULA A/INOX C/R DE 3/8,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751760,"VALVULA BOLA ACERO/INOX 2-1/2"" C/R",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751782,"BRIDA A/INOX C/CUELLO P-171 2""X150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751783,"BRIDA A/INOX C/CUELLO P-171 3""X150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751784,"BRIDA A/INOX C/CUELLO P-171 4""X150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751786,"BRIDA A/INOX C/CUELLO P-171 6""X150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751788,"BRIDA A/INOX C/CUELLO P-171 8""X150",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,751790,CODO A/INOX P-171 8X90 C-40,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,758000,UNION A/INOX UNIVERSAL 2-1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,758002,UNION A/INOX UNIVERSAL C-40 1-1/2 ROSCA,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,758005,UNION A/INOX UNIVERSAL 3/4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,759030,ANGULO A/INOX 3/16X2X20,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,759050,REDUCTOR CONCENTRICO A.INOX. C-40 6X3,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,759995,BARRA ALUMINIO 110MM PIE,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770170,TEE ACER/INOX ROSCABLE C-40 1,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770171,TEE ACER/INOX 1/2 SOLD,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770172,TEE ACER/INOX 8 CED-40,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770173,TEE A/INOX 2 C-10,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770176,TEE ACER/INOX ROSCABLE C-40 1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770177,TEE ACER/INOX ROSCABLE C-40 3/4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770178,TEE ACER/INOX ROSCABLE C-40 3/8,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770181,TEE ACER/INOX C-40 1 SOLD,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770182,TEE ACER/INOX C-40 2 SOLD,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770183,TEE ACER/INOX C-40 3 SOLD,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770184,TEE ACER/INOX C-40 4 SOLD,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770185,TEE ACER/INOX C-40 2-1/2 SOLD,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770186,TEE ACER/INOX C-40 6 SOLD,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770280,TEE ACER/INOX C-40 REDUC 2X1,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770281,TEE ACER/INOX C-40 REDUC 3X1,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770282,TEE ACER/INOX C-40 REDUC 4X1-1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770283,TEE ACER/INOX C-40 REDUC 6X2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770284,TEE ACER/INOX C-40 REDUC 6X3,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770300,REDUCTOR CONCENTRICO A/INOX 3X2-1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770301,REDUCTOR CONCENTRICO A/INOX 6X2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770302,REDUCTOR CONCENTRICO A/INOX 2X1,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770303,REDUCTOR CONCENTRICO A/INOX 6X4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770813,NIPLE A/INOX 1-1/4X4-1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770814,NIPLE A/INOX 1-1/2X6,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770815,NIPLE A/INOX 1-1/4X5-1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,770816,NIPLE A/INOX 1-1/2X4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,771010,NIPLE ACER/INOX 1/2X3,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,771011,NIPLE ACER/INOX 1/2X8,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,771013,NIPLE ACERO INOX 1X3,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,771014,NIPLE ACERO INOX 2X4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,771032,BARRA SS304 3/4X12 A/INOX,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,771700,TEE ACER/INOX ROSCABLE C-80  1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,772064,REDUCTOR CAMPANA SOLD A/INOX 2-1/2X2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,772071,REDUCTOR CAMPANA A/INOX 2 A 1-1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,774321,"UNION ACER INOX 2"" UNIVER",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,780759,FLANGE A/INOX C/CUELLO 1 X 150PSI,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,780760,FLANGE A/INOX S/CUELLO 1 X 150PSI,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,781004,CODO PIPA A/INOX 1/4X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,781005,CODO PIPA A/INOX 1X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,781006,CODO PIPA A/INOX 3/4X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,781010,CODO PIPA A/INOX 1/2X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,793952,REDUCTOR BUSHING ACER/INOX 2X1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,793956,REDUCTOR BUSHING ACER/INOX 1/2X1/4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,793957,REDUCTOR BUSHING ACER/INOX 1/2X3/4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,793958,REDUCTOR BUSHING ACER/INOX 1X1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,793959,REDUCTOR BUSHING ACER/INOX 1X3/4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,795110,UNION UNIVERSAL A/INOX 1/4 3000PSI,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,795112,UNION UNIVERSAL A/INOX 3/8 3000PSI,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,795842,"UNION INOXIDABLE 2""",PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,795844,CAMISA ACERO INOX 1-1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,795845,CAMISA ACERO INOX 1 ROSCABLE,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,795877,UNION UNIVERSAL ACER/INOX 3/4,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,798021,CODO ACER/INOX ROSCABLE C-40 1/2X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,798023,CODO A/INOX 1 1/2 ROSCA SCH-40,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,798024,CODO A/INOX C-40 1 1/2 SOLDABLE,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,798025,CODO ACER/INOX ROSCABLE C-40 1X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,798026,CODO ACER/INOX ROSCABLE C-40 3/4X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,798027,CODO ACER/INOX ROSCABLE C-40 4X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,798028,CODO ACER/INOX ROSCABLE C-40 2X90,PRODUCTO
ACERO,ACERO INOXIDABLE,ACCESORIOS INOX,798030,CODO A/INOX 1/2X90 C-40,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100860,LAMINA ACERO INOX 5/8X6-1/2X14,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100862,LAMINA ACERO INOX 5/8X6X14,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100925,LAMINA ACERO INOXIDABLE 3/8X4X8,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100944,LAMINA ACERO INOXIDABLE 1/8X5X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100946,LAMINA ACERO INOXIDABLE 2.00MMX4X10,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100948,LAMINA ACERO INOXIDABLE 1.50MMX4X10,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100955,LAMINA ACERO INOXIDABLE 1.20MMX4X10,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100971,LAMINA ACERO INOXIDABLE,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100972,LAMINA ACERO INOXIDABLE 1/4X4X8,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100973,LAMINA ACERO INOXIDABLE 5/8X6X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100976,LAMINA ACERO INOXIDABLE 3/16X4X8,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100977,LAMINA ACERO INOXIDABLE 1/4X4X10  NO HAY,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100978,LAMINA ACERO INOXIDABLE 1/8X4X10,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100979,LAMINA ACERO INOXIDABLE 5/8X8X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100984,LAMINA ACERO INOX. 5/16X8X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100985,LAMINA ACERO INOXIDABLE 3/16X8X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100986,LAMINA ACERO INOX. 3/16X6X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100987,LAMINA ACERO INOXIDABLE 3/4X8X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100988,LAMINA ACERO INOXIDABLE 3/16X4X10,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100989,LAMINA ACERO INOXIDABLE 3/32X4X10,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100991,LAMINA ACERO INOXIDABLE 1/2X6X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100994,LAMINA ACERO INOXIDABLE 1/8X4X8,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100996,LAMINA ACERO INOXIDABLE 1/2X8X20,PRODUCTO
ACERO,ACERO INOXIDABLE,LAMINAS INOX,100997,LAMINA ACERO INOXIDABLE 5/8X6-1/2X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751020,TUBO HUECO 4ODX3IDX10 A/INOX,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751025,TUBO HUECO 1-1/2ODX3/4IDX10 A/INOX,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751039,TUBO A/INOX CED-10 1-1/2X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751041,TUBO A/INOX CED-10 1X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751042,TUBO ACERO INOX REDONDO 1,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751043,TUBO A/INOX CED-20 8X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751044,TUBO A/INOX CED-40 1/4X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751045,TUBO A/INOX CED-40 3/4X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751046,TUBO A/INOX CED-10 6X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751047,TUBO A/INOX CED-20 12X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751048,TUBO A/INOX CED-10 2-1/2X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751049,TUBO A/INOX CED-20 3/4X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751087,TUBO A/INOX C-40 1-1/4X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751088,TUBO A/INOX C-40 3/8X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751089,TUBO A/INOX C-40 10X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751090,TUBO A/INOX C-40 1X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751091,TUBO A/INOX C-40 2X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751092,TUBO A/INOX C-40 3X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751093,TUBO A/INOX C-40 4X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751094,TUBO A/INOX C-40 6X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751095,TUBO A/INOX C-40 8X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751096,TUBO A/INOX C-40 2-1/2X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751097,TUBO A/INOX C-40 1-1/2X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751098,TUBO A/INOX C-40 3/4X6MTS NO OFRECER,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751099,TUBO A/INOX C-40 12X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751130,TUBO A/INOX CED-20 1X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751131,TUBO A/INOX CED-20 2X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751132,TUBO A/INOX CED-20 3X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751133,TUBO A/INOX  4X6MTS C-40,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751134,TUBO A/INOX CED-20 6X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751135,TUBO A/INOX CED-20 8X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751140,TUBO A/INOX C-80 2X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751145,TUBO A/INOX C-80 1/22X6MTS,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751220,TUBO A/INOX CED-10 2X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751230,TUBO A/INOX CED-10 3X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751232,TUBO A/INOX 2X2X20 CUADRADO,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751240,TUBO A/INOX CED-10 4X20,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751510,TUBO ACERO INOXIDABLE A-511 3X2,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751512,TUBO ACERO INOXIDABLE A-511 2-1/2X1-1/2,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751514,TUBO ACERO INOXIDABLE A-511 1-1/2X1,PRODUCTO
ACERO,ACERO INOXIDABLE,TUBERIA INOX,751516,TUBO ACERO INOXIDABLE A-511 1-3/4X1,PRODUCTO
